acc
Q9Y3B4
Q13188
Q9UHB7
Q8IW19
Q96GU1
P06748
Q02413
Q9UJX5
Q9UJX3
Q96FI4
P04626
P11912
P40259
Q9UBK2
Q9NR61
P22059
P08263
Q9UQC2
Q06710
Q02297-10
Q9UM11
Q9UJX6
O75554
Q9NS23-4
Q07889
O00429-3
P06401
Q8WV28
P29274
Q8WYP5
Q99523
P33763
Q96GC6
Q9UMR2
P08235
Q12905
P12931
P06239
P52799
Q92945
P52945
Q9BRG1
P26599
Q96IZ0
Q9Y6H6
Q96AC1
Q9NR28
P20823
Q06609
Q01831
P29083
Q8NI22
Q13351
Q07955
O75506
P09038
P35236
P51449
P84022
Q96T88
P36578
P55957
P12081
O75928
O14686
P06454
P02549
Q5VZK9
P62318
Q07666
O95644
P52597
P04271
Q6PHW0
P48788
P05556
P62877
O43172
Q13029
P37173
O95718
Q9NQA5
Q9H1D0
P58753
Q8WUG5
P50402
P78560
Q07912
P98170
O75112-6
Q53GG5
Q86UX7
P98177
P15941
Q9BUH6
O96017
P49790
P53999
P40855
P49005
Q15910
O43715
O14713
P08514
Q92540
Q13451
P05107
Q9NQC3-1
P09012
P01042
O75533
P51587
O95630
Q99075
O95149
P52926
Q96AY2
Q9UPR3
Q15596
P02655
Q9UKT5
O14776
O60885
Q13568
Q96RI1
Q92900
Q02078
P83731
P11021
P50553
Q9NRY2
P21333
P04083
P0CF51
P13693
P39748
P35520
P49736
Q8TEK3
Q14493
P36894
O14745
P16220
Q92793
P47710
P04183
Q9H2Y7
O75683
Q9NRJ3
P0DP23
P52272
P17405
P62805
P38919
Q13415
P28300
P02686-5
P49427
P28698
P60604
P52948
P30307
P02671
P61328-2
P16050
Q02388
Q8WUM0
Q8N726-1
O15234
Q9BS26
P51965
O00571
P15516
P02808
Q03519
P29375
P24385
Q99958
Q13547
P10721
P68363
Q96F86
P14598
P42226
Q8IVG9
Q9Y6K9
Q92905
P63165
Q71UI9
Q15843
Q0JRZ9
Q96RF0
O43663
O14672
Q00169
P53779
Q9BUQ8
P13861
O60701
Q92804
Q9BTL3
Q8N5F7
P51825
P0DMV9
Q8IYB3
O14810
O95429
Q9H6Z4-3
P29536
Q92837
Q96T58
O60706-2
Q15046
P08631
Q9NYB9
Q96GD4
Q9NQS7
Q8IZD2
Q7RTP6
P06730
Q96N21
Q8IYW5
Q9P2K3-3
Q9BTT0
Q08050
P04198
P14653
P54274
P49765
P35568
Q5SQI0
Q86YV5
Q9BVI0
Q5T4W7
P15391
Q96RS0
Q8IU57
Q15583
Q8TEA8
Q9UKX7
O95400
P17181
Q9NRR4
P07199
P51617
Q96G97
Q15642
Q01970
O60502
P09327
Q13740
Q9UKL0
A5YKK6
Q92558
P18564
S6B291
Q07866
P56696
Q16790
Q16611
Q07812
Q9NUM4
P07948
P16070
Q9Y6G9
Q8NBP7
P43629
Q6P5W5
Q15109
Q9NP70
Q969R2
P60880
Q15717
P01266
P80192
P55042
P39905
Q16647
P28827
Q9H900
Q96PM5
P78362
Q9H8Y8
P25490
Q96H20
Q86VN1
P35916
Q96NW4
P20020-1
P02533
P13647
Q9UNA0
Q8IUQ4
Q96PY5
Q8N1G2
Q9Y6D6
Q3MIT2
O75817
Q9BUL9
Q14194
Q15113
Q8TEP8
O94986
O14958
P31321
Q9UBV7
P07237
P78330
Q9HC35
P01023
P30542
Q96FQ6
Q9H5I1
P08294
Q8N807
Q6ZVN8
Q9Y5C1
P11926
P54368
O14977
O75936
P23280
P13797
P53816
Q92608
Q6R327
Q9BPZ7
Q8WUN7
Q02363
P54687
Q6V1X1
Q15631
Q14995
O00411
P41214
P45379
Q9NXV2
P04035
Q9BQ50
Q9H3P2
P18615
O60880
O95071
Q53FT3
Q13838
Q13526
P42166
Q96EP1
Q6P1M3
Q8IWJ2
P20340
P07355
Q9NWW9
P06756
P05231
Q14565
Q9GZN7
P36871
Q13617
Q13563
Q14181
Q13162
Q14118
P01127
Q9UPY3
Q9NPI8
P49189
P16278
P22234
Q9NV23
P20061
P23771
P05452
Q96Q11
P61587
A6NI73
P62330
P48740-3
Q07157
Q8IVH8
Q9UKY0
Q14019
P31153
P46379
Q13164
Q7L2J0
Q9Y4F1
Q9Y2Z0
Q14849
P20807
O60934
O60239
Q5FWF5
P55197
P11166
P83916
P18206-2
P55211
Q9Y5S9
Q16630
Q8N5H7
P55789
Q09428
Q10589
Q9BZZ5-2
Q96E14
Q8NBI3
Q8N3V7
P04004
P48443
Q14444
P17947
P26368
P01215
Q9Y6I3
Q96RD7
P08572
Q12888
P47992
Q5JRX3
P06734
Q05193
O75962
Q9BSQ5
P04275
P58004
Q53TN4
O95843
P51787
P40818
Q16821
Q86XI6
P11274
P35269
Q96GX5
Q00653
Q9UBU7
Q9UIF9
Q58F21
Q15059
P54132
P40692
Q9BRZ2
Q8TEQ6
Q92499
P53420
O60825
Q9H3M7
P0DJI8
Q9BV68
O00308
P02774
Q14258
O15344
P29590
P15374
Q9BYI3
Q6ZNA4
Q86TV6
Q6P4R8
O95155
P30793
Q9HC77
P11686
Q14691
Q9BRX5
O95835
O14965
Q96AE4
Q9NPF0
P35680
Q9BYG3
Q16667
P49327
Q05397
P29317
Q86Y38
P41227
Q9BXJ9
Q99598
Q13363
P42574
Q658P3
P01019
Q9UBR1
Q8WVQ1
O00299
O15247
Q9Y696
P00519-2
Q9NQC7
Q8NBZ7
Q16831
Q9NRN7
O14727
Q99250
O95391
Q03692
Q17RS7
P09919
O75223
P28325
P43250
P49257
P55145
Q15013
Q9HAV4
Q8N1Q8
P00749
P55210
Q16629
O95696
Q8IYB8
Q8IYV9
A6ND01
Q9BRT9
O60508
Q9H875
Q96EQ8
P55265
Q92783
P33316-2
P19957
P05451
P11940
P15498
Q7KZF4
Q92900-2
P49915
P50148
Q9UDY8
Q9BZE9
P23588
Q68D10
Q9UQ35
O75475
Q9NYV4
Q96RJ3
Q9UBW5
Q8N300
P52848
P16035
P08253
P03956
P13674
O60568
P01009
P21580
Q6GQQ9
Q99835
Q9Y4K0
Q15276
Q96PU8
P18065
Q08188
P19827
Q2MKA7
Q9UK55
P00742
O43791
P02760
Q92854
P60484
P01034
P00734
P09237
Q8IW75
P36952
Q02297
Q9UMD9
Q96MS0
O60486
P00740
P00488
Q06141
Q13316
P35052
Q9HCB6
P36955
Q5T1C6
P23677
P05546
Q92743
Q15582
P27469
P53778
O15391
P04554
P20849
Q14766
P83110
P98066
Q8WVM7
P20592
Q9Y237-2
Q9Y237-1
Q9UBT3
O60493
P13051-1
P60484-2
Q9H4L7
Q8WXS3-1
P56211
P56211-2
P10997
Q96PU8-9
P80303
P25024
P31327
Q13153
Q9H9B1
Q9UPP1
Q9NR48
Q13177
P56524
P21675
Q6P1X5
P51513
Q9UBP0
O00189
P27635
Q15542
P43026
P18075
P27361
Q04637-8
P49753
P18827
P34741
O75056
P31431-2
Q9NP98
P49789
Q68J44
O95147
P10636-2
O94829
Q9UKK9
P35813
Q96C86
P47897
P50579
Q9NZD4
Q12962
Q6ZMT4
O15054
O15550
P52732
P07197
Q92784-2
P81605
Q8NC51
Q9Y4D1
Q9UQ80
Q01484
P63104
A0A5F9ZHA1
Q9BY41
Q4LE39
O95197
P49023
P55285
Q13043
O00410
Q6DD88
P30518
Q92847
P07550
P01732
Q8IY63
Q9H9R9
Q9HBA0
Q8N660
A0A1B0GTR3
Q13480
P17706-2
O96018
O15392
P40939
Q13627
Q9UHK0
Q8NER1
Q9Y5S1
Q8NET8
Q8NE35-2
P24588
Q96QZ7
Q92871
A0A090N8E9
P36888
Q96ST2
Q15858
A8K2U0
Q00266
Q9BU02
Q99986
P42658
Q9UL18
P78563
P55011
P15056
Q00534
Q9Y5P4
Q16740
Q9H9E3
A4D126
P14868
Q6PI48
P49366
O00548
Q92785
P07814
P37268
Q9BYC5
P07902
O94925
Q9NQX3
P00492
P14678
Q99714
P35475
P05019
Q2M1P5
P01116
P36776
P21397
O43318
P28482
O95822
Q8IVH4
Q9Y4U1
Q9H3L0
P22033
O75970
P42898
Q92913-2
Q9UBK8
O43776
Q15233
P01111
O96028
P49902
P61956
Q16625
Q01968
P00439
O75151
Q13635
Q9UII6
Q8TDP1
P84243
Q14011
O15151
Q13586
P78352
P81274
Q7RTN6
Q9NRI5
P29353-2
Q16620
Q9Y6K1
O15294-3
Q13224
P43034
P33897
O14678
P60709
O96019
Q9Y653
P55263
Q9NX46
P30566
O95831
P47895
P30038
P49419
Q96BT7
Q01433
Q9H1A4
Q9NW15
Q10567
P14867
P28472
P18507
Q86WX3
Q9UN86
Q6BDI9
P37837
P41743
Q6ZT98
Q96NI6
Q9Y4B6
Q9H078
Q96F81
Q9Y6X9
Q9Y2M5
P35790
Q9UQ13
P35790-2
Q9ULK4
Q9UIW2
Q9NXG6
Q9BPU6
P54577
P30531
P35219
P49758
P49802
O00584
Q9H0W8
Q9NRA2
O43747
P52306-2
Q15326
Q96C36
Q3SYG4
Q8NFJ9
A0A0C4DGY3
Q96RK4
A8MTZ0
Q8N3I7
O43665
Q01105-2
O14775
Q5T848
Q5HYA8
Q5TDH0
Q92800
O43561-2
O14497
